ComunidadAutonoma,Provincia,NombreAyuntamiento,WebAyuntamiento,ContieneAccesibilidad
Castilla y León,Valladolid,Ayuntamiento de Villanueva de Los Caballeros,http://villanuevadeloscaballeros.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Villanueva de Los Infantes,http://villanuevadelosinfantes.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Villanueva de San Mancio,http://villanuevadesanmancio.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Villardefrades,http://villardefrades.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Villarmentero de Esgueva,http://villarmenterodeesgueva.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Villasexmir,https://villasexmir.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Villavaquerín,http://villavaquerin.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Villavellid,http://villavellid.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Villaverde de Medina,https://villaverdedemedina.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Villavicencio de Los Caballeros,http://villavicenciodeloscaballeros.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Wamba,http://wamba.ayuntamientosdevalladolid.es,S
Castilla y León,Valladolid,Ayuntamiento de Zaratán,https://zaratan.es,N
Castilla y León,Zamora,Ayuntamiento de Arcos de La Polvorosa,http://www.arcosdelapolvorosa.net,N
Castilla y León,Zamora,Ayuntamiento de Argujillo,https://ayuntamientoargujillo.com,N
Castilla y León,Zamora,Ayuntamiento de Asturianos,http://aytoasturianos.es,N
Castilla y León,Zamora,Ayuntamiento de Ayoó de Vidriales,http://www.aytoayoodevidriales.es,N
Castilla y León,Zamora,Ayuntamiento de Barcial del Barco,http://www.barcialdelbarco.com,N
Castilla y León,Zamora,Ayuntamiento de Belver de Los Montes,https://aytobelverdelosmontes.es,N
Castilla y León,Zamora,Ayuntamiento de Camarzana de Tera,http://www.camarzanadetera.org/es/index.html,S
Castilla y León,Zamora,Ayuntamiento de Corrales,http://www.aytocorrales.es,N
Castilla y León,Zamora,Ayuntamiento de Fermoselle,https://fermoselle.es,N
Castilla y León,Zamora,Ayuntamiento de Hermisende,http://www.hermisende.com,N
Castilla y León,Zamora,Ayuntamiento de Monfarracinos,http://www.monfarracinos.es,N
Castilla y León,Zamora,Ayuntamiento de Moraleja del Vino,http://www.aytomoraleja.es,N
Castilla y León,Zamora,Ayuntamiento de Moralina ,http://www.moralina.com,N
Castilla y León,Zamora,Ayuntamiento de Muelas del Pan,http://www.ayto-muelasdelpan.com,N
Castilla y León,Zamora,Ayuntamiento de Palacios del Pan,https://ayuntamientopalaciosdelpan.es,N
Castilla y León,Zamora,Ayuntamiento de Pereruela,http://aytopereruela.com,N
Castilla y León,Zamora,Ayuntamiento de Pino del Oro,http://www.pinodeloroayto.es/index.html,N
Castilla y León,Zamora,Ayuntamiento de Roales,http://roalesdelpan.es,N
Castilla y León,Zamora,Ayuntamiento de San Cristóbal de Entreviñas,http://aytosancristobale.es,N
Castilla y León,Zamora,Ayuntamiento de Santa Colomba de Las Monjas,http://ayuntamientodesantacolombadelasmonjas.com/es/index.html,S
Castilla y León,Zamora,Ayuntamiento de Santa María de La Vega,http://www.aytosantamariadelavega.es/es/index.html,S
Castilla y León,Zamora,Ayuntamiento de Toro,https://www.toroayto.es,N
Castilla y León,Zamora,Ayuntamiento de Uña de Quintana,http://www.unadequintana.com/es/index.html,S
Castilla y León,Zamora,Ayuntamiento de Venialbo,http://www.venialbo.es,N
Castilla y León,Zamora,Ayuntamiento de Villafáfila,http://www.villafafila.net,N
Castilla y León,Zamora,Ayuntamiento de Villalba de La Lampreana,https://www.villalampreana.com,N
Castilla y León,Zamora,Ayuntamiento de Villalcampo,https://www.aytovillalcampo.es,N
Castilla y León,Zamora,Ayuntamiento de Villalpando,http://www.villalpando.es,N
Castilla y León,Zamora,Ayuntamiento de Villanázar,http://www.aytovillanazar.es/es/index.html,S
Castilla y León,Zamora,Ayuntamiento de Villar del Buey,http://www.villardelbuey.es,N
Castilla y León,Zamora,Ayuntamiento de Zamora,http://www.zamora.es,N
Cataluña,Barcelona,Ayuntamiento de Abrera,http://www.ajuntamentabrera.cat,S
Cataluña,Barcelona,Ayuntamiento de Aguilar de Segarra,https://www.aguilardesegarra.cat,S
Cataluña,Barcelona,Ayuntamiento de Aiguafreda,http://www.aiguafreda.cat,S
Cataluña,Barcelona,Ayuntamiento de Alella,https://alella.cat,N
Cataluña,Barcelona,Ayuntamiento de Alpens,https://www.alpens.cat,S
Cataluña,Barcelona,Ayuntamiento de Arenys de Mar,https://arenysdemar.cat,N
Cataluña,Barcelona,Ayuntamiento de Arenys de Munt,https://www.arenysdemunt.cat,S
Cataluña,Barcelona,Ayuntamiento de Argençola,https://www.argencola.cat,N
Cataluña,Barcelona,Ayuntamiento de Argentona,https://argentona.cat,N
Cataluña,Barcelona,Ayuntamiento de Artés,http://www.artes.cat,S
Cataluña,Barcelona,Ayuntamiento de Avinyo,https://www.avinyo.cat,S
Cataluña,Barcelona,Ayuntamiento de Avinyonet del Penedes,https://www.avinyonet.org,S
Cataluña,Barcelona,Ayuntamiento de Badalona,http://ajuntament.badalona.cat,S
Cataluña,Barcelona,Ayuntamiento de Badia del Vallès,https://www.badiadelvalles.cat,N
Cataluña,Barcelona,Ayuntamiento de Bagà,http://www.baga.cat,S
Cataluña,Barcelona,Ayuntamiento de Balenyà,http://www.balenya.cat/index.php?menu=61#&panel2-1,S
Cataluña,Barcelona,Ayuntamiento de Balsareny,https://www.balsareny.cat,S
Cataluña,Barcelona,Ayuntamiento de Barcelona,https://ajuntament.barcelona.cat,S
Cataluña,Barcelona,Ayuntamiento de Begues,http://www.begues.cat,S
Cataluña,Barcelona,Ayuntamiento de Bellprat,http://www.bellprat.cat,N
Cataluña,Barcelona,Ayuntamiento de Berga,http://www.ajberga.cat,S
Cataluña,Barcelona,Ayuntamiento de Bigues i Riells,http://www.biguesiriells.cat,N
Cataluña,Barcelona,Ayuntamiento de Borreda,http://www.borreda.net,S
Cataluña,Barcelona,Ayuntamiento de Cabrera d'Anoia,https://www.cabreradanoia.cat,S
Cataluña,Barcelona,Ayuntamiento de Cabrera de Mar,http://www.cabrerademar.cat,S
Cataluña,Barcelona,Ayuntamiento de Cabrils,http://www.cabrils.cat,S
Cataluña,Barcelona,Ayuntamiento de Calaf,https://www.calaf.cat,S
Cataluña,Barcelona,Ayuntamiento de Calders,http://www.calders.cat,S
Cataluña,Barcelona,Ayuntamiento de Caldes de Montbui,https://www.caldesdemontbui.cat,S
Cataluña,Barcelona,Ayuntamiento de Caldes d'Estrac,http://www.caldetes.cat,N
Cataluña,Barcelona,Ayuntamiento de Calella,http://www.calella.cat,S
Cataluña,Barcelona,Ayuntamiento de Calldetenes,https://www.calldetenes.cat,S
Cataluña,Barcelona,Ayuntamiento de Callus,http://www.callus.cat,S
Cataluña,Barcelona,Ayuntamiento de Calonge de Segarra,http://www.calongesegarra.cat,S
Cataluña,Barcelona,Ayuntamiento de Campins,https://campins.cat,N
Cataluña,Barcelona,Ayuntamiento de Canet de Mar,http://www.canetdemar.cat,N
Cataluña,Barcelona,Ayuntamiento de Canovelles,http://www.canovelles.cat,S
Cataluña,Barcelona,Ayuntamiento de Canoves i Samalus,http://www.canovesisamalus.cat,S
Cataluña,Barcelona,Ayuntamiento de Capellades,http://www.capellades.cat,S
Cataluña,Barcelona,Ayuntamiento de Capolat,http://www.capolat.cat/,S
Cataluña,Barcelona,Ayuntamiento de Cardedeu,http://www.cardedeu.cat,S
Cataluña,Barcelona,Ayuntamiento de Cardona,http://www.cardona.cat,S
Cataluña,Barcelona,Ayuntamiento de Carme,http://www.carme.cat,S
Cataluña,Barcelona,Ayuntamiento de Casserres,http://www.casserres.cat,S
Cataluña,Barcelona,Ayuntamiento de Castell de L'areny,http://www.castelldelareny.cat,S
Cataluña,Barcelona,Ayuntamiento de Castellar de N'Hug,http://www.ajcastellardenhug.cat/,S
Cataluña,Barcelona,Ayuntamiento de Castellar del Riu,http://www.castellardelriu.cat,S
Cataluña,Barcelona,Ayuntamiento de Castellar del Valles,http://www.castellarvalles.cat,S
Cataluña,Barcelona,Ayuntamiento de Castellbisbal,https://www.castellbisbal.cat,S
Cataluña,Barcelona,Ayuntamiento de Castellcir,http://www.castellcir.cat,S
Cataluña,Barcelona,Ayuntamiento de Castelldefels,https://www.castelldefels.org,S
Cataluña,Barcelona,Ayuntamiento de Castellet i La Gornal,http://www.castelletilagornal.cat,S
Cataluña,Barcelona,Ayuntamiento de Castellfollit de Riubregos,http://www.riubregos.cat/,S
Cataluña,Barcelona,Ayuntamiento de Castellfollit del Boix,http://castellfollitdelboix.cat/,S
Cataluña,Barcelona,Ayuntamiento de Castellgali,http://www.castellgali.cat,S
Cataluña,Barcelona,Ayuntamiento de Castelloli,http://www.castelloli.cat,S
Cataluña,Barcelona,Ayuntamiento de Castelltercol,http://www.castelltersol.cat,S
Cataluña,Barcelona,Ayuntamiento de Castellvi de Rosanes,http://www.castellviderosanes.cat,S
Cataluña,Barcelona,Ayuntamiento de Centelles,https://www.centelles.cat,N
Cataluña,Barcelona,Ayuntamiento de Cercs,http://www.cercs.cat,S
Cataluña,Barcelona,Ayuntamiento de Cerdanyola del Valles,http://www.cerdanyola.cat,S
Cataluña,Barcelona,Ayuntamiento de Cervelló,http://www.cervello.cat,S
Cataluña,Barcelona,Ayuntamiento de Collbato,http://www.collbato.cat,S
Cataluña,Barcelona,Ayuntamiento de Collsuspina,http://www.collsuspina.cat,S
Cataluña,Barcelona,Ayuntamiento de Corbera de Llobregat,http://www.corberadellobregat.cat,N
Cataluña,Barcelona,Ayuntamiento de Cornellà de Llobregat,https://www.cornella.cat,S
Cataluña,Barcelona,Ayuntamiento de Cubelles,http://www.cubelles.cat,S
Cataluña,Barcelona,Ayuntamiento de Dosrius,https://www.dosrius.cat,S
Cataluña,Barcelona,Ayuntamiento de El Brull,http://www.elbrull.cat,S
Cataluña,Barcelona,Ayuntamiento de El Masnou,http://www.elmasnou.cat,S
Cataluña,Barcelona,Ayuntamiento de El Papiol,http://www.elpapiol.cat,S
Cataluña,Barcelona,Ayuntamiento de El Pont de Vilomara i Rocafort,https://www.elpont.cat,S
Cataluña,Barcelona,Ayuntamiento de El Prat de Llobregat,https://www.elprat.cat,S
Cataluña,Barcelona,Ayuntamiento de Esparreguera,http://www.esparreguera.cat,S
Cataluña,Barcelona,Ayuntamiento de Figaro-montmany,http://www.elfigaro.net,S
Cataluña,Barcelona,Ayuntamiento de Fogars de La Selva,http://www.fogarsdelaselva.cat,S
Cataluña,Barcelona,Ayuntamiento de Fogars de Montclus,http://www.fogarsdemontclus.cat,S
Cataluña,Barcelona,Ayuntamiento de Folgueroles,http://www.folgueroles.cat,S
Cataluña,Barcelona,Ayuntamiento de Fonollosa,http://www.fonollosa.cat,S
Cataluña,Barcelona,Ayuntamiento de Font-rubi,http://www.font-rubi.org,S
Cataluña,Barcelona,Ayuntamiento de Gaià,https://www.gaia.cat,S
Cataluña,Barcelona,Ayuntamiento de Gallifa,http://www.gallifa.net,S
Cataluña,Barcelona,Ayuntamiento de Gava,http://www.gavaciutat.cat,N
Cataluña,Barcelona,Ayuntamiento de Gelida,https://www.gelida.cat,S
Cataluña,Barcelona,Ayuntamiento de Gironella,http://www.gironella.cat,N
Cataluña,Barcelona,Ayuntamiento de Gisclareny,http://www.gisclareny.cat,S
Cataluña,Barcelona,Ayuntamiento de Granollers,http://www.granollers.cat,N
Cataluña,Barcelona,Ayuntamiento de Guardiola de Bergueda,http://www.guardioladebergueda.cat,S
Cataluña,Barcelona,Ayuntamiento de Gurb,http://www.gurb.cat,S
Cataluña,Barcelona,Ayuntamiento de Igualada,http://www.igualada.cat,S
Cataluña,Barcelona,Ayuntamiento de Jorba,http://www.jorba.cat,S
Cataluña,Barcelona,Ayuntamiento de La Garriga,http://www.lagarriga.cat/,S
Cataluña,Barcelona,Ayuntamiento de La Llacuna,http://www.lallacuna.cat,S
Cataluña,Barcelona,Ayuntamiento de La Llagosta,http://www.llagosta.cat,S
Cataluña,Barcelona,Ayuntamiento de La Pobla de Claramunt,http://www.lapobladeclaramunt.cat,S
Cataluña,Barcelona,Ayuntamiento de La Pobla de Lillet,http://www.poblalillet.cat,S
Cataluña,Barcelona,Ayuntamiento de La Quar,http://www.laquar.cat,S
Cataluña,Barcelona,Ayuntamiento de La Roca del Valles,http://www.laroca.cat/,S
Cataluña,Barcelona,Ayuntamiento de La Torre de Claramunt,http://www.latorredeclaramunt.cat,S
Cataluña,Barcelona,Ayuntamiento de L'Ametlla del Vallès,https://www.ametlla.cat,S
Cataluña,Barcelona,Ayuntamiento de Les Franqueses del Valles,http://www.lesfranqueses.cat,S
Cataluña,Barcelona,Ayuntamiento de Les Masies de Voltrega,http://www.lesmasiesdevoltrega.cat,S
Cataluña,Barcelona,Ayuntamiento de L'Espunyola,http://www.espunyola.cat,S
Cataluña,Barcelona,Ayuntamiento de L'Esquirol,http://www.lesquirol.cat,N
Cataluña,Barcelona,Ayuntamiento de L'Hospitalet de Llobregat,http://www.l-h.cat,S
Cataluña,Barcelona,Ayuntamiento de Lliça d'Amunt,http://www.llicamunt.cat,S
Cataluña,Barcelona,Ayuntamiento de Lliça de Vall,http://www.llissadevall.cat,S
Cataluña,Barcelona,Ayuntamiento de Llinars del Valles,http://www.llinarsdelvalles.cat,S
Cataluña,Barcelona,Ayuntamiento de Lluçà,http://www.llusa.net,S
Cataluña,Barcelona,Ayuntamiento de Malgrat de Mar,http://www.ajmalgrat.cat,S
Cataluña,Barcelona,Ayuntamiento de Manresa,https://www.manresa.cat,S
Cataluña,Barcelona,Ayuntamiento de Marganell,http://www.marganell.net,S
Cataluña,Barcelona,Ayuntamiento de Martorell,http://www.martorell.cat,S
Cataluña,Barcelona,Ayuntamiento de Martorelles,http://www.martorelles.cat,S
Cataluña,Barcelona,Ayuntamiento de Masquefa,https://masquefa.cat,N
Cataluña,Barcelona,Ayuntamiento de Matadepera,https://www.matadepera.cat,S
Cataluña,Barcelona,Ayuntamiento de Mataro,https://www.mataro.cat,N
Cataluña,Barcelona,Ayuntamiento de Moia,http://www.moia.cat,N
Cataluña,Barcelona,Ayuntamiento de Molins de Rei,http://www.molinsderei.cat,S
Cataluña,Barcelona,Ayuntamiento de Mollet del Valles,http://www.molletvalles.cat,S
Cataluña,Barcelona,Ayuntamiento de Monistrol de Montserrat,http://www.monistroldemontserrat.cat,S
Cataluña,Barcelona,Ayuntamiento de Montcada i Reixac,http://www.montcada.cat,S
Cataluña,Barcelona,Ayuntamiento de Montclar,http://www.montclar.cat,S
Cataluña,Barcelona,Ayuntamiento de Montgat,http://www.montgat.org,S
Cataluña,Barcelona,Ayuntamiento de Montmelo,https://www.montmelo.cat,S
Cataluña,Barcelona,Ayuntamiento de Montornes del Valles,http://www.montornes.cat/,S
Cataluña,Barcelona,Ayuntamiento de Montseny,http://www.montseny.cat,S
Cataluña,Barcelona,Ayuntamiento de Muntanyola,http://www.muntanyola.cat,S
Cataluña,Barcelona,Ayuntamiento de Mura,http://www.mura.cat/,S
Cataluña,Barcelona,Ayuntamiento de Navarcles,http://www.navarcles.cat,S
Cataluña,Barcelona,Ayuntamiento de Navas,http://www.navas.cat,N
Cataluña,Barcelona,Ayuntamiento de Òdena,http://www.odena.cat,S
Cataluña,Barcelona,Ayuntamiento de Olerdola,http://www.olerdola.cat,N
Cataluña,Barcelona,Ayuntamiento de Olesa de Bonesvalls,http://www.olesadebonesvalls.net,S
Cataluña,Barcelona,Ayuntamiento de Olesa de Montserrat,https://www.olesademontserrat.cat,S
Cataluña,Barcelona,Ayuntamiento de Olivella,http://www.olivella.cat,S
Cataluña,Barcelona,Ayuntamiento de Olost,http://www.olost.cat,N
Cataluña,Barcelona,Ayuntamiento de Olvan,http://www.olvan.cat/,S
Cataluña,Barcelona,Ayuntamiento de Oris,http://www.oris.cat,S
Cataluña,Barcelona,Ayuntamiento de Orista,http://www.orista.cat,S
Cataluña,Barcelona,Ayuntamiento de Orpi,http://www.orpi.cat,S
Cataluña,Barcelona,Ayuntamiento de Orrius,http://www.orrius.com,N
Cataluña,Barcelona,Ayuntamiento de Pacs del Penedes,http://www.pacspenedes.org,N
Cataluña,Barcelona,Ayuntamiento de Palafolls,http://www.palafolls.cat,S
Cataluña,Barcelona,Ayuntamiento de Palau-solità i Plegamans,https://www.palauplegamans.cat,S
Cataluña,Barcelona,Ayuntamiento de Palleja,http://www.palleja.cat,S
Cataluña,Barcelona,Ayuntamiento de Parets del Valles,https://www.parets.cat,S
Cataluña,Barcelona,Ayuntamiento de Piera,http://www.viladepiera.cat/,S
Cataluña,Barcelona,Ayuntamiento de Pineda de Mar,http://www.pinedademar.org,N
Cataluña,Barcelona,Ayuntamiento de Polinyà,https://www.polinya.cat,S
Cataluña,Barcelona,Ayuntamiento de Pontons,http://www.pontons.org,N
Cataluña,Barcelona,Ayuntamiento de Premia de Dalt,http://www.premiadedalt.cat,N
Cataluña,Barcelona,Ayuntamiento de Premia de Mar,http://www.premiademar.cat,N
Cataluña,Barcelona,Ayuntamiento de Puigdalber,http://www.puigdalber.org,E
Cataluña,Barcelona,Ayuntamiento de Rajadell,http://www.rajadell.org,S
Cataluña,Barcelona,Ayuntamiento de Rellinars,http://www.rellinars.cat,S
Cataluña,Barcelona,Ayuntamiento de Ripollet,http://www.ripollet.cat,S
Cataluña,Barcelona,Ayuntamiento de Roda de Ter,http://www.rodadeter.cat,S
Cataluña,Barcelona,Ayuntamiento de Rubí,https://www.rubi.cat,S
Cataluña,Barcelona,Ayuntamiento de Rubio,http://www.rubio.cat/,N
Cataluña,Barcelona,Ayuntamiento de Rupit i Pruit,http://www.rupitpruit.cat,S
Cataluña,Barcelona,Ayuntamiento de Sabadell,https://web.sabadell.cat,S
Cataluña,Barcelona,Ayuntamiento de Sagas,http://www.ajsagas.org,S
Cataluña,Barcelona,Ayuntamiento de Saldes,http://www.saldes.cat,S
Cataluña,Barcelona,Ayuntamiento de Sallent,http://www.sallent.cat/,S
Cataluña,Barcelona,Ayuntamiento de Sant Adria de Besos,http://www.sant-adria.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Andreu de La Barca,http://www.sabarca.cat,N
Cataluña,Barcelona,Ayuntamiento de Sant Andreu de Llavaneres,http://www.llavaneres.es,N
Cataluña,Barcelona,Ayuntamiento de Sant Antoni de Vilamajor,https://www.santantonidevilamajor.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Bartomeu del Grau,http://www.sbg.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Boi de Llobregat,http://www.santboi.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Boi de Lluçanes,http://www.santboi.org,S
Cataluña,Barcelona,Ayuntamiento de Sant Cebria de Vallalta,https://www.stcebria.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Celoni,http://www.santceloni.cat,N
Cataluña,Barcelona,Ayuntamiento de Sant Climent de Llobregat,http://www.santclimentdellobregat.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Cugat Sesgarrigues,http://www.santcugatsesgarrigues.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Esteve de Palautordera,http://www.santestevedepalautordera.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Esteve Sesrovires,http://www.sesrovires.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Feliu de Codines,http://www.santfeliudecodines.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Feliu de Llobregat,http://www.santfeliu.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Feliu Sasserra,http://www.santfeliusasserra.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Fost de Campsentelles,http://www.santfost.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Fruitos de Bages,http://www.santfruitos.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Hipolit de Voltrega,http://www.santhipolitdevoltrega.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Iscle de Vallalta,http://www.santiscle.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Joan de Vilatorrada,http://www.santjoanvilatorrada.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Julia de Cerdanyola,http://www.santjuliadecerdanyola.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Julia de Vilatorta,http://www.santjuliavilatorta.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Just Desvern,http://www.santjust.cat,N
Cataluña,Barcelona,Ayuntamiento de Sant Llorenç d'Hortons,http://www.ajhortons.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Llorenç Savall,http://www.savall.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Marti de Centelles,http://www.smarticentelles.org,N
Cataluña,Barcelona,Ayuntamiento de Sant Marti de Tous,http://www.tous.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Mateu de Bages,http://www.santmateudebages.cat/,S
Cataluña,Barcelona,Ayuntamiento de Sant Pere de Torello,http://www.stpere.cat,N
Cataluña,Barcelona,Ayuntamiento de Sant Pere de Vilamajor,http://www.vilamajor.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Pere Sallavinera,http://www.sallavinera.cat,N
Cataluña,Barcelona,Ayuntamiento de Sant Pol de Mar,http://www.santpol.cat/,N
Cataluña,Barcelona,Ayuntamiento de Sant Quinti de Mediona,http://www.santquintimediona.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Quirze de Besora,http://www.ajsantquirze.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Quirze del Vallès,http://www.santquirzevalles.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Sadurni d'Anoia,http://www.santsadurni.cat,N
Cataluña,Barcelona,Ayuntamiento de Sant Sadurni s'Osormort,http://www.santsadurnidosormort.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Salvador de Guardiola,https://www.santsalvadordeguardiola.cat,S
Cataluña,Barcelona,Ayuntamiento de Sant Vicenç de Castellet,https://www.svc.cat,N
Cataluña,Barcelona,Ayuntamiento de Sant Vicenç de Montalt,http://www.svmontalt.cat,N
Cataluña,Barcelona,Ayuntamiento de Sant Vicenç dels Horts,http://www.svh.cat,S
Cataluña,Barcelona,Ayuntamiento de Santa Coloma de Cervelló,http://www.santacolomadecervello.cat,S
Cataluña,Barcelona,Ayuntamiento de Santa Eugenia de Berga,http://www.santaeugeniadeberga.cat,S
Cataluña,Barcelona,Ayuntamiento de Santa Eulalia de Riuprimer,http://www.santaeulaliariuprimer.cat,S
Cataluña,Barcelona,Ayuntamiento de Santa Margarida de Montbui,http://www.montbui.cat,S
Cataluña,Barcelona,Ayuntamiento de Santa Maria de Martorelles,http://www.santamariademartorelles.cat,S
Cataluña,Barcelona,Ayuntamiento de Santa Maria de Miralles,http://www.santamariamiralles.cat,S
Cataluña,Barcelona,Ayuntamiento de Santa Perpètua de Mogoda,https://www.staperpetua.cat,S
Cataluña,Barcelona,Ayuntamiento de Santa Susanna,http://www.stasusanna.org,S
Cataluña,Barcelona,Ayuntamiento de Santpedor,http://www.santpedor.cat,S
Cataluña,Barcelona,Ayuntamiento de Sentmenat,https://www.sentmenat.cat,S
Cataluña,Barcelona,Ayuntamiento de Seva,http://www.seva.cat,S
Cataluña,Barcelona,Ayuntamiento de Sitges,https://www.sitges.cat,N
Cataluña,Barcelona,Ayuntamiento de Sora,http://www.sora.cat,S
Cataluña,Barcelona,Ayuntamiento de Subirats,http://www.ajsubirats.org,N
Cataluña,Barcelona,Ayuntamiento de Suria,http://www.suria.cat,S
Cataluña,Barcelona,Ayuntamiento de Taradell,http://www.taradell.cat,S
Cataluña,Barcelona,Ayuntamiento de Tavernoles,http://www.tavernoles.cat,S
Cataluña,Barcelona,Ayuntamiento de Tavertet,http://www.tavertet.cat,S
Cataluña,Barcelona,Ayuntamiento de Teia,http://www.teia.net,N
Cataluña,Barcelona,Ayuntamiento de Tiana,http://www.tiana.cat,N
Cataluña,Barcelona,Ayuntamiento de Tona,http://www.tona.cat,S
Cataluña,Barcelona,Ayuntamiento de Tordera,https://tordera.cat,S
Cataluña,Barcelona,Ayuntamiento de Torello,http://www.ajtorello.cat,S
Cataluña,Barcelona,Ayuntamiento de Torrelles de Foix,http://www.torrellesdefoix.cat,N
Cataluña,Barcelona,Ayuntamiento de Torrelles de Llobregat,http://www.torrelles.cat/,S
Cataluña,Barcelona,Ayuntamiento de Ullastrell ,http://www.ullastrell.cat,S
Cataluña,Barcelona,Ayuntamiento de Vacarisses,http://www.vacarisses.cat,S
Cataluña,Barcelona,Ayuntamiento de Vallbona d'Anoia,http://www.vallbonadanoia.cat,S
Cataluña,Barcelona,Ayuntamiento de Vallcebre,http://www.Vallcebre.cat,S
Cataluña,Barcelona,Ayuntamiento de Vallgorguina,http://www.vallgorguina.cat,S
Cataluña,Barcelona,Ayuntamiento de Vallirana,http://www.vallirana.cat,S
Cataluña,Barcelona,Ayuntamiento de Vallromanes,http://www.vallromanes.cat,S
Cataluña,Barcelona,Ayuntamiento de Vic,http://www.vic.cat,S
Cataluña,Barcelona,Ayuntamiento de Viladecavalls,http://www.viladecavalls.cat,S
Cataluña,Barcelona,Ayuntamiento de Vilafranca del Penedes,http://www.vilafranca.cat,S
Cataluña,Barcelona,Ayuntamiento de Vilalba Sasserra,http://www.vilalbasasserra.cat,S
Cataluña,Barcelona,Ayuntamiento de Vilanova del Cami,http://www.vilanovadelcami.cat,S
Cataluña,Barcelona,Ayuntamiento de Vilanova del Valles,http://www.vilanovadelvalles.cat,S
Cataluña,Barcelona,Ayuntamiento de Vilanova i La Geltru,http://www.vilanova.cat,N
Cataluña,Barcelona,Ayuntamiento de Vilassar de Dalt,https://www.vilassar.cat,S
Cataluña,Barcelona,Ayuntamiento de Vilassar de Mar,http://www.vilassardemar.cat,N
Cataluña,Barcelona,Ayuntamiento de Viver i Serrateix,http://www.viveriserrateix.cat/,N
Cataluña,Girona,Ayuntamiento de Agullana,http://ca.agullana.cat,N
Cataluña,Girona,Ayuntamiento de Aiguaviva,http://www.aiguaviva.cat,S
Cataluña,Girona,Ayuntamiento de Albanyà,http://www.albanya.cat,S
Cataluña,Girona,Ayuntamiento de Albons,http://www.albons.cat,S
Cataluña,Girona,Ayuntamiento de Alp,http://webspobles.ddgi.cat/sites/alp/default.aspx,N
Cataluña,Girona,Ayuntamiento de Amer,http://www.amer.cat,S
Cataluña,Girona,Ayuntamiento de Anglès,http://www.angles.cat,S
Cataluña,Girona,Ayuntamiento de Arbúcies,http://www.arbucies.cat,N
Cataluña,Girona,Ayuntamiento de Avinyonet de Puigventós,https://www.avinyonetdepuigventos.cat,N
Cataluña,Girona,Ayuntamiento de Banyoles,http://www.banyoles.cat,N
Cataluña,Girona,Ayuntamiento de Bàscara,http://www.bascara.cat/,S
Cataluña,Girona,Ayuntamiento de Begur,http://www.begur.cat/,S
Cataluña,Girona,Ayuntamiento de Besalú,http://www.besalu.cat,S
Cataluña,Girona,Ayuntamiento de Bescanó,http://www.bescano.cat,S
Cataluña,Girona,Ayuntamiento de Biure,http://www.biure.cat/,S
Cataluña,Girona,Ayuntamiento de Blanes,http://www.blanes.cat,N
Cataluña,Girona,Ayuntamiento de Bolvir,http://www.bolvir.cat/,S
Cataluña,Girona,Ayuntamiento de Bordils,http://www.bordils.cat/,N
Cataluña,Girona,Ayuntamiento de Borrassà,http://www.borrassa.cat/,N
Cataluña,Girona,Ayuntamiento de Breda,http://www.breda.cat,N
